57,Jane Garcia,55,Japan,Basic,672,Documentary,2024-12-01,Gen X,Streaming Fanatic,Lost User
58,David Martinez,29,USA,Premium,626,Horror,2024-05-02,Millennials,Streaming Fanatic,Lost User
59,Michael Martinez,41,Japan,Premium,611,Drama,2024-09-29,Millennials,Streaming Fanatic,Lost User
60,Chris Smith,49,Australia,Premium,998,Comedy,2024-08-14,Gen X,Ultimate Binger,Lost User
61,Alex Hernandez,70,Canada,Standard,17,Horror,2024-07-11,Boomers,Casual Viewer,Lost User
62,James Hernandez,70,India,Standard,252,Drama,2024-05-07,Boomers,Regular Watcher,Lost User
63,Katie Hernandez,68,France,Basic,248,Romance,2025-02-15,Boomers,Regular Watcher,Dormant User
64,David Hernandez,55,France,Basic,637,Action,2024-10-28,Gen X,Streaming Fanatic,Lost User
65,Katie Martinez,28,USA,Premium,332,Comedy,2025-01-10,Millennials,Binge Watcher,Dormant User
66,David Smith,40,France,Premium,540,Romance,2024-05-15,Millennials,TV Addict,Lost User
67,James Davis,27,Canada,Premium,348,Romance,2024-07-25,Gen Z,Binge Watcher,Lost User
68,John Miller,33,Brazil,Basic,773,Action,2025-01-11,Millennials,Marathon Watcher,Dormant User
69,David Smith,66,Brazil,Premium,531,Sci-Fi,2024-08-22,Boomers,TV Addict,Lost User
70,Chris Davis,27,Germany,Standard,868,Action,2024-11-11,Gen Z,Hardcore Viewer,Lost User
71,John Williams,52,Canada,Basic,483,Action,2024-10-03,Gen X,Dedicated Viewer,Lost User
72,David Garcia,45,Germany,Basic,112,Comedy,2024-10-31,Gen X,Light Watcher,Lost User
73,Alex Williams,29,UK,Standard,915,Drama,2025-02-12,Millennials,Ultimate Binger,Dormant User
74,Emma Brown,58,USA,Standard,256,Sci-Fi,2024-12-08,Gen X,Regular Watcher,Lost User
75,Michael Davis,52,Germany,Premium,351,Sci-Fi,2024-11-09,Gen X,Binge Watcher,Lost User
76,Emma Garcia,51,India,Basic,891,Sci-Fi,2024-05-18,Gen X,Hardcore Viewer,Lost User
77,Jane Martinez,46,Brazil,Basic,452,Romance,2024-08-21,Gen X,Dedicated Viewer,Lost User
78,David Hernandez,60,India,Standard,703,Comedy,2024-06-06,Boomers,Marathon Watcher,Lost User
79,James Davis,27,Australia,Premium,115,Romance,2024-12-21,Gen Z,Light Watcher,Lost User
80,James Williams,75,India,Premium,736,Documentary,2024-10-16,Boomers,Marathon Watcher,Lost User
81,John Brown,70,USA,Premium,487,Horror,2024-05-15,Boomers,Dedicated Viewer,Lost User
82,Sarah Garcia,78,France,Premium,443,Drama,2024-11-20,Boomers,Dedicated Viewer,Lost User
83,Jane Davis,74,Australia,Premium,610,Documentary,2024-08-16,Boomers,Streaming Fanatic,Lost User
84,Michael Smith,70,France,Premium,101,Romance,2024-07-19,Boomers,Light Watcher,Lost User
85,David Martinez,59,Germany,Basic,453,Action,2024-11-16,Boomers,Dedicated Viewer,Lost User
86,Emma Johnson,73,Brazil,Basic,727,Documentary,2024-04-08,Boomers,Marathon Watcher,Lost User
87,James Davis,76,Japan,Standard,164,Drama,2024-05-11,Boomers,Light Watcher,Lost User
88,Emma Smith,78,France,Basic,925,Comedy,2024-03-23,Boomers,Ultimate Binger,Lost User
89,Katie Williams,71,USA,Basic,740,Comedy,2024-12-14,Boomers,Marathon Watcher,Lost User
90,David Martinez,73,UK,Premium,598,Comedy,2024-12-23,Boomers,TV Addict,Lost User
91,Katie Jones,61,Japan,Standard,523,Romance,2024-04-28,Boomers,TV Addict,Lost User
92,Michael Martinez,70,Australia,Basic,858,Drama,2024-11-09,Boomers,Hardcore Viewer,Lost User
93,Sarah Davis,49,Japan,Standard,635,Documentary,2024-04-10,Gen X,Streaming Fanatic,Lost User
94,Michael Brown,40,Brazil,Standard,403,Documentary,2024-09-20,Millennials,Dedicated Viewer,Lost User
95,Emma Garcia,33,France,Basic,436,Comedy,2025-03-05,Millennials,Dedicated Viewer,Recently Inactive
96,James Smith,37,France,Standard,164,Romance,2024-05-16,Millennials,Light Watcher,Lost User
97,Jane Miller,49,USA,Premium,413,Sci-Fi,2024-07-22,Gen X,Dedicated Viewer,Lost User
98,James Jones,32,Canada,Premium,627,Horror,2024-04-26,Millennials,Streaming Fanatic,Lost User
99,Michael Brown,57,Australia,Basic,731,Romance,2024-10-23,Gen X,Marathon Watcher,Lost User
100,David Jones,31,Japan,Basic,123,Romance,2024-07-04,Millennials,Light Watcher,Lost User
101,John Johnson,18,France,Standard,541,Action,2024-09-07,Gen Z,TV Addict,Lost User
102,Emma Johnson,55,Australia,Premium,504,Horror,2025-03-08,Gen X,TV Addict,Recently Inactive
103,Sarah Hernandez,70,Japan,Standard,225,Action,2024-12-12,Boomers,Regular Watcher,Lost User
104,James Garcia,79,USA,Basic,136,Drama,2024-03-14,Boomers,Light Watcher,Lost User
105,Katie Hernandez,39,USA,Basic,710,Horror,2024-12-13,Millennials,Marathon Watcher,Lost User
106,Alex Hernandez,67,Japan,Standard,488,Comedy,2025-01-28,Boomers,Dedicated Viewer,Dormant User
107,Katie Jones,77,UK,Premium,690,Drama,2024-11-18,Boomers,Streaming Fanatic,Lost User
108,James Smith,57,Canada,Basic,808,Action,2024-09-04,Gen X,Hardcore Viewer,Lost User
109,Sarah Martinez,17,Australia,Standard,979,Comedy,2025-02-27,Gen Z,Ultimate Binger,Dormant User
110,Sarah Brown,53,Australia,Premium,81,Horror,2024-03-09,Gen X,Casual Viewer,Lost User
111,James Martinez,37,Australia,Basic,272,Romance,2024-05-29,Millennials,Regular Watcher,Lost User
112,Sarah Garcia,43,Canada,Premium,230,Comedy,2024-11-23,Millennials,Regular Watcher,Lost User
113,John Martinez,34,France,Basic,748,Documentary,2024-08-12,Millennials,Marathon Watcher,Lost User
114,Chris Miller,70,France,Premium,357,Documentary,2024-03-23,Boomers,Binge Watcher,Lost User
115,John Johnson,23,Canada,Premium,88,Documentary,2024-09-03,Gen Z,Casual Viewer,Lost User
116,Katie Miller,37,Mexico,Standard,627,Comedy,2024-08-31,Millennials,Streaming Fanatic,Lost User
117,Sarah Jones,33,France,Basic,14,Romance,2024-05-12,Millennials,Casual Viewer,Lost User
118,Sarah Miller,15,UK,Premium,336,Drama,2024-05-12,Gen Z,Binge Watcher,Lost User
119,Jane Davis,50,UK,Basic,251,Horror,2024-10-17,Gen X,Regular Watcher,Lost User
120,John Miller,55,Canada,Standard,175,Drama,2024-12-04,Gen X,Light Watcher,Lost User
121,Sarah Williams,44,Canada,Premium,99,Action,2025-01-08,Gen X,Casual Viewer,Dormant User
122,Katie Davis,44,Canada,Standard,988,Drama,2025-01-29,Gen X,Ultimate Binger,Dormant User
123,Katie Davis,80,UK,Standard,816,Documentary,2024-09-07,Boomers,Hardcore Viewer,Lost User
124,Emma Miller,58,Brazil,Basic,732,Romance,2025-02-01,Gen X,Marathon Watcher,Dormant User
125,James Davis,20,Australia,Basic,203,Action,2024-09-18,Gen Z,Regular Watcher,Lost User
126,Jane Williams,68,Germany,Standard,759,Romance,2024-03-17,Boomers,Marathon Watcher,Lost User
127,James Smith,61,Japan,Premium,10,Romance,2024-07-24,Boomers,Casual Viewer,Lost User
128,John Martinez,70,Brazil,Standard,633,Romance,2025-03-05,Boomers,Streaming Fanatic,Recently Inactive
129,John Miller,63,Germany,Premium,279,Documentary,2024-12-25,Boomers,Regular Watcher,Lost User
130,Sarah Jones,77,India,Basic,147,Horror,2024-07-31,Boomers,Light Watcher,Lost User
131,Sarah Jones,79,Mexico,Premium,885,Documentary,2025-02-23,Boomers,Hardcore Viewer,Dormant User
132,Emma Jones,44,UK,Premium,486,Sci-Fi,2024-07-04,Gen X,Dedicated Viewer,Lost User
133,James Martinez,36,USA,Standard,479,Comedy,2024-05-10,Millennials,Dedicated Viewer,Lost User
134,Katie Williams,37,Germany,Basic,744,Drama,2025-02-12,Millennials,Marathon Watcher,Dormant User
135,James Davis,70,Mexico,Basic,18,Documentary,2024-10-21,Boomers,Casual Viewer,Lost User
136,Jane Garcia,78,Canada,Standard,458,Comedy,2025-03-04,Boomers,Dedicated Viewer,Lost User
137,Emma Jones,37,Australia,Premium,325,Action,2025-02-10,Millennials,Binge Watcher,Dormant User
138,James Martinez,46,Mexico,Standard,19,Comedy,2024-09-08,Gen X,Casual Viewer,Lost User
139,Sarah Williams,38,UK,Standard,81,Romance,2024-11-27,Millennials,Casual Viewer,Lost User
140,Chris Johnson,67,Brazil,Standard,164,Comedy,2024-10-30,Boomers,Light Watcher,Lost User
141,David Brown,62,Mexico,Premium,641,Horror,2024-06-20,Boomers,Streaming Fanatic,Lost User
142,Jane Williams,53,USA,Standard,794,Romance,2024-08-25,Gen X,Marathon Watcher,Lost User
143,Katie Williams,54,Germany,Standard,517,Action,2024-04-19,Gen X,TV Addict,Lost User
144,Alex Davis,38,France,Basic,999,Comedy,2024-06-11,Millennials,Ultimate Binger,Lost User
145,Jane Miller,80,Germany,Standard,766,Romance,2024-11-15,Boomers,Marathon Watcher,Lost User
146,Sarah Garcia,76,Germany,Basic,689,Action,2025-02-23,Boomers,Streaming Fanatic,Dormant User
147,Chris Brown,14,Brazil,Standard,703,Action,2024-08-09,Gen Z,Marathon Watcher,Lost User
148,Emma Davis,51,India,Basic,976,Sci-Fi,2025-02-13,Gen X,Ultimate Binger,Dormant User
149,Alex Martinez,32,India,Basic,671,Action,2024-04-01,Millennials,Streaming Fanatic,Lost User
150,Emma Williams,56,Brazil,Premium,342,Drama,2024-08-08,Gen X,Binge Watcher,Lost User
151,Katie Martinez,34,UK,Basic,847,Documentary,2024-10-18,Millennials,Hardcore Viewer,Lost User
152,David Martinez,55,Australia,Premium,559,Romance,2024-10-14,Gen X,TV Addict,Lost User
153,Jane Miller,52,Brazil,Basic,989,Action,2024-05-11,Gen X,Ultimate Binger,Lost User
154,Chris Smith,15,Japan,Basic,835,Romance,2024-08-12,Gen Z,Hardcore Viewer,Lost User
155,John Smith,70,USA,Basic,242,Horror,2024-07-10,Boomers,Regular Watcher,Lost User
156,Alex Smith,76,Canada,Basic,760,Sci-Fi,2024-10-31,Boomers,Marathon Watcher,Lost User
157,David Johnson,51,Brazil,Premium,507,Documentary,2024-06-21,Gen X,TV Addict,Lost User
158,Alex Williams,42,Japan,Premium,269,Documentary,2024-06-20,Millennials,Regular Watcher,Lost User
159,John Hernandez,58,UK,Premium,153,Comedy,2024-09-16,Gen X,Light Watcher,Lost User
160,Emma Smith,50,USA,Basic,457,Drama,2024-05-15,Gen X,Dedicated Viewer,Lost User
161,David Jones,79,Brazil,Standard,800,Comedy,2024-07-10,Boomers,Hardcore Viewer,Lost User
162,James Jones,57,Australia,Basic,934,Documentary,2025-03-07,Gen X,Ultimate Binger,Recently Inactive
163,John Jones,61,Germany,Basic,962,Sci-Fi,2024-04-15,Boomers,Ultimate Binger,Lost User
164,John Davis,49,Australia,Basic,479,Drama,2024-06-03,Gen X,Dedicated Viewer,Lost User
165,Sarah Jones,24,Brazil,Standard,56,Documentary,2024-08-23,Gen Z,Casual Viewer,Lost User
166,John Brown,76,Japan,Basic,886,Comedy,2024-09-14,Boomers,Hardcore Viewer,Lost User
167,John Smith,54,UK,Basic,14,Horror,2025-02-23,Gen X,Casual Viewer,Dormant User
168,Katie Williams,45,Canada,Premium,581,Sci-Fi,2024-10-04,Gen X,TV Addict,Lost User
169,Sarah Brown,43,USA,Basic,566,Documentary,2024-07-23,Millennials,TV Addict,Lost User
170,Jane Jones,43,Canada,Standard,359,Horror,2024-12-25,Millennials,Binge Watcher,Lost User
171,Chris Davis,50,Australia,Premium,826,Action,2024-03-21,Gen X,Hardcore Viewer,Lost User
172,Michael Williams,46,USA,Standard,894,Horror,2024-08-20,Gen X,Hardcore Viewer,Lost User
173,Alex Williams,43,Germany,Basic,737,Action,2024-07-17,Millennials,Marathon Watcher,Lost User
174,Katie Brown,18,Canada,Premium,73,Drama,2024-09-15,Gen Z,Casual Viewer,Lost User
175,John Davis,53,Mexico,Basic,742,Action,2024-12-03,Gen X,Marathon Watcher,Lost User
176,Sarah Smith,26,UK,Basic,945,Sci-Fi,2025-02-11,Gen Z,Ultimate Binger,Dormant User
177,Jane Garcia,78,Canada,Standard,46,Action,2024-10-20,Boomers,Casual Viewer,Lost User
178,Emma Smith,79,India,Premium,467,Horror,2025-03-07,Boomers,Dedicated Viewer,Recently Inactive
179,Jane Smith,40,France,Basic,866,Horror,2024-09-28,Millennials,Hardcore Viewer,Lost User
180,Katie Jones,26,India,Standard,193,Horror,2024-10-08,Gen Z,Light Watcher,Lost User
181,Alex Garcia,47,Canada,Premium,415,Comedy,2024-10-19,Gen X,Dedicated Viewer,Lost User
182,Katie Williams,63,Japan,Standard,332,Drama,2024-11-30,Boomers,Binge Watcher,Lost User
183,John Williams,25,India,Premium,531,Romance,2024-07-30,Gen Z,TV Addict,Lost User
184,John Davis,20,Australia,Premium,260,Action,2025-03-05,Gen Z,Regular Watcher,Recently Inactive
185,Alex Jones,78,Australia,Basic,302,Drama,2024-10-27,Boomers,Binge Watcher,Lost User
186,Emma Smith,63,India,Basic,871,Sci-Fi,2025-03-05,Boomers,Hardcore Viewer,Recently Inactive
187,John Davis,60,France,Standard,554,Documentary,2024-08-13,Boomers,TV Addict,Lost User
188,David Miller,14,Mexico,Basic,793,Drama,2025-03-02,Gen Z,Marathon Watcher,Dormant User
189,Jane Martinez,78,Japan,Standard,982,Documentary,2024-06-02,Boomers,Ultimate Binger,Lost User
190,Sarah Williams,30,Germany,Basic,175,Documentary,2025-01-18,Millennials,Light Watcher,Dormant User
191,Alex Martinez,67,Australia,Standard,727,Sci-Fi,2024-10-31,Boomers,Marathon Watcher,Lost User
192,Jane Martinez,40,Brazil,Premium,4,Sci-Fi,2025-01-07,Millennials,Casual Viewer,Dormant User
193,Katie Johnson,38,India,Premium,456,Sci-Fi,2024-12-25,Millennials,Dedicated Viewer,Lost User
194,Chris Williams,57,Australia,Standard,956,Comedy,2025-01-09,Gen X,Ultimate Binger,Dormant User
195,Alex Brown,34,Germany,Standard,110,Horror,2024-07-11,Millennials,Light Watcher,Lost User
196,Alex Garcia,33,Australia,Basic,748,Horror,2024-03-12,Millennials,Marathon Watcher,Lost User
197,Jane Jones,39,Australia,Basic,915,Action,2024-09-19,Millennials,Ultimate Binger,Lost User
198,Michael Garcia,18,UK,Premium,748,Documentary,2025-02-08,Gen Z,Marathon Watcher,Dormant User
199,Katie Brown,72,Mexico,Basic,236,Romance,2024-05-02,Boomers,Regular Watcher,Lost User
200,Jane Brown,49,Germany,Premium,750,Romance,2024-08-20,Gen X,Marathon Watcher,Lost User
201,James Smith,66,Germany,Basic,628,Comedy,2024-04-28,Boomers,Streaming Fanatic,Lost User
202,John Hernandez,80,USA,Standard,776,Action,2024-08-05,Boomers,Marathon Watcher,Lost User
203,James Miller,75,UK,Basic,838,Documentary,2024-08-15,Boomers,Hardcore Viewer,Lost User
204,Michael Williams,48,Brazil,Basic,223,Drama,2024-06-09,Gen X,Regular Watcher,Lost User
205,David Garcia,16,Canada,Basic,701,Action,2024-08-03,Gen Z,Marathon Watcher,Lost User
206,John Brown,40,Australia,Standard,444,Drama,2025-02-18,Millennials,Dedicated Viewer,Dormant User
207,Sarah Miller,53,India,Premium,883,Action,2024-10-24,Gen X,Hardcore Viewer,Lost User
208,Alex Brown,23,Mexico,Standard,287,Drama,2024-12-04,Gen Z,Regular Watcher,Lost User
209,Katie Smith,52,Japan,Premium,746,Drama,2024-11-16,Gen X,Marathon Watcher,Lost User
210,Katie Smith,51,USA,Basic,366,Drama,2024-06-14,Gen X,Binge Watcher,Lost User
211,Chris Smith,41,Germany,Basic,800,Horror,2024-07-23,Millennials,Hardcore Viewer,Lost User
212,Alex Smith,68,Mexico,Premium,218,Horror,2024-10-20,Boomers,Regular Watcher,Lost User
213,Michael Johnson,62,India,Basic,812,Comedy,2024-06-16,Boomers,Hardcore Viewer,Lost User
214,Sarah Brown,59,UK,Standard,154,Sci-Fi,2025-01-20,Boomers,Light Watcher,Dormant User
215,James Brown,40,Mexico,Standard,539,Sci-Fi,2025-01-29,Millennials,TV Addict,Dormant User
216,Alex Hernandez,21,Japan,Premium,952,Drama,2024-09-01,Gen Z,Ultimate Binger,Lost User
217,John Davis,38,Canada,Premium,60,Documentary,2024-11-10,Millennials,Casual Viewer,Lost User
218,Alex Garcia,55,Brazil,Basic,31,Romance,2025-03-02,Gen X,Casual Viewer,Dormant User
219,Emma Hernandez,68,UK,Standard,770,Drama,2024-12-07,Boomers,Marathon Watcher,Lost User
220,Sarah Miller,13,Canada,Premium,206,Drama,2024-08-09,Gen Z,Regular Watcher,Lost User
221,Alex Jones,23,Canada,Premium,450,Romance,2024-10-27,Gen Z,Dedicated Viewer,Lost User
222,Katie Davis,26,France,Standard,324,Horror,2024-04-07,Gen Z,Binge Watcher,Lost User
223,Sarah Davis,29,Mexico,Basic,350,Documentary,2024-06-06,Millennials,Binge Watcher,Lost User
224,John Johnson,76,Australia,Standard,484,Action,2024-06-27,Boomers,Dedicated Viewer,Lost User
225,Emma Davis,80,UK,Basic,692,Documentary,2024-05-24,Boomers,Streaming Fanatic,Lost User
226,Emma Brown,20,Brazil,Standard,641,Drama,2024-07-21,Gen Z,Streaming Fanatic,Lost User
227,John Williams,29,India,Premium,463,Documentary,2024-06-16,Millennials,Dedicated Viewer,Lost User
228,Emma Martinez,36,Canada,Premium,655,Action,2024-08-05,Millennials,Streaming Fanatic,Lost User
229,Emma Hernandez,42,Japan,Premium,631,Sci-Fi,2024-03-19,Millennials,Streaming Fanatic,Lost User
230,Chris Martinez,50,USA,Basic,20,Horror,2024-12-26,Gen X,Casual Viewer,Lost User
231,Sarah Miller,70,Canada,Basic,857,Action,2025-02-27,Boomers,Hardcore Viewer,Dormant User
232,Sarah Brown,24,India,Standard,23,Romance,2024-04-25,Gen Z,Casual Viewer,Lost User
233,Alex Johnson,57,Japan,Standard,53,Sci-Fi,2024-05-28,Gen X,Casual Viewer,Lost User
234,Katie Smith,45,USA,Basic,332,Drama,2024-10-03,Gen X,Binge Watcher,Lost User
235,Chris Davis,72,Germany,Basic,55,Horror,2024-04-18,Boomers,Casual Viewer,Lost User
236,David Hernandez,51,Mexico,Basic,439,Horror,2024-09-23,Gen X,Dedicated Viewer,Lost User
237,Katie Jones,20,Brazil,Standard,540,Action,2024-06-06,Gen Z,TV Addict,Lost User
238,Emma Hernandez,21,India,Standard,959,Comedy,2024-11-23,Gen Z,Ultimate Binger,Lost User
239,James Garcia,14,Japan,Standard,46,Drama,2025-01-04,Gen Z,Casual Viewer,Dormant User
240,Alex Smith,42,Mexico,Standard,903,Drama,2025-02-01,Millennials,Ultimate Binger,Dormant User
241,Sarah Martinez,45,Australia,Basic,688,Comedy,2024-06-29,Gen X,Streaming Fanatic,Lost User
242,Jane Davis,57,India,Standard,561,Romance,2025-01-14,Gen X,TV Addict,Dormant User
243,James Jones,74,Brazil,Basic,675,Action,2024-10-20,Boomers,Streaming Fanatic,Lost User
244,Jane Williams,18,UK,Standard,891,Romance,2024-06-23,Gen Z,Hardcore Viewer,Lost User
245,Chris Brown,35,UK,Standard,747,Horror,2025-01-21,Millennials,Marathon Watcher,Dormant User
246,Sarah Jones,61,Australia,Premium,138,Action,2024-07-29,Boomers,Light Watcher,Lost User
247,Michael Brown,77,UK,Standard,226,Action,2024-03-19,Boomers,Regular Watcher,Lost User
248,John Garcia,57,Brazil,Standard,395,Action,2024-04-03,Gen X,Binge Watcher,Lost User
249,Chris Martinez,73,Canada,Basic,903,Sci-Fi,2024-06-28,Boomers,Ultimate Binger,Lost User
250,Emma Brown,58,France,Basic,491,Romance,2024-11-04,Gen X,Dedicated Viewer,Lost User
251,Sarah Garcia,26,France,Basic,84,Sci-Fi,2024-11-21,Gen Z,Casual Viewer,Lost User
252,Katie Miller,31,India,Basic,449,Sci-Fi,2025-02-20,Millennials,Dedicated Viewer,Dormant User
253,James Jones,35,Australia,Basic,419,Horror,2024-06-25,Millennials,Dedicated Viewer,Lost User
254,Chris Hernandez,27,Canada,Standard,331,Action,2025-03-06,Gen Z,Binge Watcher,Recently Inactive
255,Katie Smith,17,Japan,Premium,509,Drama,2024-04-01,Gen Z,TV Addict,Lost User
256,Katie Davis,62,Canada,Premium,273,Documentary,2024-09-27,Boomers,Regular Watcher,Lost User
257,Katie Hernandez,50,France,Standard,362,Horror,2024-07-20,Gen X,Binge Watcher,Lost User
258,Jane Johnson,31,Germany,Premium,934,Romance,2024-11-15,Millennials,Ultimate Binger,Lost User
259,Sarah Williams,69,Japan,Premium,110,Documentary,2024-04-05,Boomers,Light Watcher,Lost User
260,Sarah Garcia,67,USA,Standard,748,Comedy,2024-10-05,Boomers,Marathon Watcher,Lost User
261,John Brown,52,Canada,Standard,674,Horror,2024-08-11,Gen X,Streaming Fanatic,Lost User
262,Emma Brown,62,Germany,Standard,959,Documentary,2025-02-26,Boomers,Ultimate Binger,Dormant User
263,Alex Smith,20,India,Premium,107,Documentary,2024-05-26,Gen Z,Light Watcher,Lost User
264,Sarah Hernandez,20,Mexico,Basic,901,Horror,2024-09-30,Gen Z,Ultimate Binger,Lost User
265,James Davis,55,Brazil,Basic,441,Drama,2024-06-10,Gen X,Dedicated Viewer,Lost User
266,John Miller,65,India,Basic,234,Action,2025-02-23,Boomers,Regular Watcher,Dormant User
267,James Jones,63,Japan,Standard,42,Horror,2024-11-08,Boomers,Casual Viewer,Lost User
268,Alex Davis,50,Australia,Premium,220,Documentary,2024-12-03,Gen X,Regular Watcher,Lost User
269,Michael Miller,49,Japan,Premium,757,Documentary,2024-08-21,Gen X,Marathon Watcher,Lost User
270,Alex Martinez,19,Australia,Standard,309,Sci-Fi,2024-11-20,Gen Z,Binge Watcher,Lost User
271,Sarah Johnson,60,India,Premium,165,Action,2025-02-15,Boomers,Light Watcher,Dormant User
272,Sarah Jones,21,Japan,Premium,710,Sci-Fi,2024-06-18,Gen Z,Marathon Watcher,Lost User
273,David Johnson,68,Brazil,Basic,875,Comedy,2024-08-05,Boomers,Hardcore Viewer,Lost User
